order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit
2731,Kids,Lifestyle,Dunk Low,7,3,5966.81,0,17900.42,28/03/2025,Online,Kolkata,3961.27
2732,Women,Training,SuperRep Go,7,0,3402.8,0,0,03/01/2025,Online,Hyderabad,1045.5
2738,Women,Training,ZoomX Invincible,7,3,5966.81,0.39,10919.26,05/11/2025,Retail,Pune,-712.53
2739,Kids,Running,Free RN,9,2,5966.81,0.26,8830.87,02/04/2025,Online,Kolkata,2350.69
2003,Women,Training,ZoomX Invincible,11,4,7850.87,1,0,04/01/2025,Online,Kolkata,992.14
2752,Kids,Lifestyle,Waffle One,11,0,5966.81,0,0,23/02/2025,Retail,Pune,341.26
2754,Kids,Training,ZoomX Invincible,11,1,5966.81,0,5966.81,01/03/2025,Online,Kolkata,3565.12
2755,Men,Running,React Infinity,7,3,8574,0,25722,24/12/2024,Online,Bengaluru,161.95
2757,Men,Soccer,Phantom GT,11,0,3101.14,0,0,21/05/2025,Online,Hyderabad,-271.85
2763,Women,Soccer,Phantom GT,10,4,3328.58,0,13314.32,31/07/2024,Online,Pune,-763.34
2773,Women,Training,ZoomX Invincible,7,1,5045.62,1,0,04/02/2025,Online,Hyderabad,1191.02
2778,Kids,Soccer,Phantom GT,11,0,4462.26,0,0,20/06/2025,Online,Hyderabad,1006.73
2781,Men,Training,Metcon 7,12,1,6546.59,0.68,2094.91,09/03/2023,Retail,Bengaluru,1504.31
2785,Women,Lifestyle,Blazer Mid,9,2,5966.81,0,11933.61,20/10/2024,Retail,Hyderabad,-834.71
2787,Kids,Training,Metcon 7,12,3,3440.88,0,10322.64,31/08/2024,Online,Pune,22.93
2793,Men,Running,Pegasus Turbo,11,0,5966.81,0,0,10/12/2024,Retail,Bengaluru,922.24
2799,Kids,Training,SuperRep Go,11,3,2359.47,0.54,3256.07,07/08/2025,Online,Mumbai,3165.65
2800,Women,Running,React Infinity,6,0,8737.08,0.9,0,13/03/2025,Online,Delhi,1737
2801,Women,Running,React Infinity,8,2,5966.81,0,11933.61,13/02/2024,Retail,Mumbai,2966.12
2802,Men,Running,Free RN,9,3,5966.81,0,17900.42,19/01/2024,Online,Kolkata,-231.73
2803,Women,Soccer,Mercurial Superfly,11,0,5966.81,0,0,11/02/2023,Online,Hyderabad,83.11
2806,Kids,Basketball,Kyrie Flytrap,7,3,4466.78,0,13400.34,02/10/2024,Online,Bengaluru,2407.08
2807,Kids,Training,ZoomX Invincible,9,2,5966.81,0,11933.61,10/01/2024,Online,Hyderabad,875.36
2811,Men,Basketball,Zoom Freak,8,3,9153.02,0,27459.06,24/01/2025,Retail,Bengaluru,-77.61
2812,Men,Basketball,LeBron 20,11,2,9507.39,0.01,18824.63,08/08/2024,Online,Kolkata,2570.01
2814,Kids,Running,React Infinity,7,0,5966.81,0,0,10/07/2024,Online,Delhi,1702.06
2816,Men,Basketball,LeBron 20,7,3,5983.35,0,17950.05,22/01/2025,Retail,Hyderabad,916.13
2032,Women,Soccer,Mercurial Superfly,10,2,5966.81,0.96,477.34,16/10/2024,Online,Kolkata,-596.41
2820,Women,Lifestyle,Blazer Mid,7,4,8659.15,0,34636.6,08/05/2024,Online,Mumbai,2078.39
2821,Kids,Lifestyle,Air Force 1,11,0,3360.35,0,0,04/08/2025,Online,Delhi,2991.25
2823,Men,Soccer,Mercurial Superfly,9,1,5966.81,0,5966.81,27/07/2024,Retail,Mumbai,-1125.91
2824,Men,Basketball,Air Jordan,9,4,5123.35,0,20493.4,11/02/2024,Online,Mumbai,1620.37
2827,Men,Basketball,Air Jordan,9,0,4278.28,1,0,27/01/2025,Retail,Hyderabad,860.32
2831,Women,Training,SuperRep Go,7,4,5966.81,0,23867.23,11/10/2024,Online,Mumbai,3134.87
2832,Kids,Basketball,Kyrie Flytrap,11,0,5966.81,0.15,0,17/05/2024,Retail,Hyderabad,752
2833,Women,Training,Flex Trainer,11,4,2224.9,0,8899.6,19/01/2025,Online,Pune,-16.04
2836,Men,Basketball,Kyrie Flytrap,9,0,9098.9,0.75,0,22/07/2025,Retail,Delhi,2729.87
2838,Women,Basketball,Air Jordan,11,4,8605.73,0,34422.92,01/08/2025,Retail,Pune,-990.99
2847,Men,Training,Metcon 7,11,0,5966.81,0.16,0,16/11/2024,Online,Bengaluru,3988.85
2850,Kids,Lifestyle,Waffle One,11,2,5966.81,0,11933.61,11/10/2024,Retail,Pune,458.86
2858,Kids,Lifestyle,Air Force 1,11,0,5966.81,0.6,0,26/10/2024,Retail,Pune,2847.01
2861,Kids,Training,ZoomX Invincible,11,0,5966.81,0,0,20/04/2025,Online,Pune,650.99
2862,Kids,Soccer,Phantom GT,9,4,7940.29,1,0,11/11/2024,Retail,Delhi,1803.25
2865,Women,Soccer,Phantom GT,11,1,5966.81,0.71,1730.37,16/12/2024,Retail,Kolkata,-94.06
2866,Kids,Training,SuperRep Go,11,2,5966.81,0,11933.61,01/09/2025,Online,Pune,273.28
2867,Men,Soccer,Mercurial Superfly,11,1,9936.58,0,9936.58,20/02/2025,Online,Hyderabad,3190.43
2869,Kids,Soccer,Premier III,7,4,5966.81,0,23867.23,26/07/2024,Online,Pune,1550.3
2870,Kids,Training,Metcon 7,7,1,9633.68,0,9633.68,10/05/2024,Retail,Delhi,771.96
2871,Men,Training,Flex Trainer,7,1,2294.09,0,2294.09,22/07/2025,Retail,Bengaluru,1002.21
2875,Women,Lifestyle,Dunk Low,9,4,7401.53,0,29606.12,16/09/2024,Retail,Bengaluru,1559.28
2880,Kids,Basketball,Air Jordan,9,0,8132.33,0.63,0,19/05/2025,Retail,Delhi,191.67
2050,Kids,Basketball,Zoom Freak,6,3,5966.81,0,17900.42,30/06/2025,Retail,Kolkata,-1000.03
2886,Kids,Running,Free RN,11,0,8164.32,0.94,0,19/08/2024,Retail,Pune,286.3
2892,Women,Running,Free RN,7,4,5966.81,0,23867.23,24/11/2024,Online,Bengaluru,-1195.79
2893,Women,Running,React Infinity,10,1,5966.81,0.61,2327.05,04/01/2025,Retail,Delhi,780.43
2895,Kids,Running,React Infinity,11,3,5966.81,0,17900.42,08/03/2024,Online,Pune,677.85
2899,Men,Basketball,LeBron 20,9,3,6531.36,0,19594.08,17/05/2025,Online,Mumbai,-91.78
2006,Men,Lifestyle,Waffle One,11,2,5966.81,0,11933.61,26/09/2023,Retail,Mumbai,-716.79
2904,Women,Soccer,Tiempo Legend,9,2,8644.67,0.54,7953.1,29/04/2025,Online,Bengaluru,2711.75
2906,Women,Lifestyle,Waffle One,7,1,5966.81,0,5966.81,25/08/2024,Retail,Delhi,-291.45
2912,Kids,Running,React Infinity,11,2,9839.63,0.98,393.59,03/07/2024,Online,Bengaluru,1218.22
2917,Men,Soccer,Phantom GT,11,1,3204.72,0,3204.72,21/12/2024,Retail,Bengaluru,1916.14
2922,Kids,Soccer,Tiempo Legend,11,2,5966.81,1,0,16/01/2025,Online,Kolkata,3495.67
2928,Women,Lifestyle,Waffle One,6,3,5966.81,0,17900.42,09/07/2024,Online,Delhi,-1064.86
2932,Kids,Running,Air Zoom,12,0,5966.81,0.35,0,03/01/2025,Online,Bengaluru,-427.86
2933,Women,Training,ZoomX Invincible,11,2,9501.17,0,19002.34,13/04/2024,Retail,Hyderabad,1069.32
2935,Men,Lifestyle,Dunk Low,9,4,5966.81,0,23867.23,13/05/2024,Online,Hyderabad,478.07
2936,Women,Training,Flex Trainer,11,1,6496.58,0.29,4612.57,31/07/2024,Retail,Pune,1933.1
2938,Kids,Soccer,Phantom GT,9,1,5966.81,0,5966.81,14/01/2025,Online,Delhi,2596.64
2942,Women,Training,Flex Trainer,10,4,5222.39,0.57,8982.51,16/04/2025,Online,Bengaluru,-68.53
2948,Men,Basketball,Kyrie Flytrap,6,0,5966.81,0.16,0,19/04/2025,Online,Kolkata,1708.88
2049,Men,Training,Metcon 7,7,2,5966.81,1,0,12/04/2024,Online,Bengaluru,-400.59
2956,Kids,Training,ZoomX Invincible,11,4,5966.81,0.86,3341.41,16/05/2024,Online,Mumbai,3144.87
2958,Women,Lifestyle,Blazer Mid,11,4,7898.87,0,31595.48,05/07/2025,Online,Mumbai,1097.55
2966,Kids,Training,Flex Trainer,8,3,5966.81,0,17900.42,27/02/2025,Online,Pune,333.36
2975,Kids,Soccer,Mercurial Superfly,10,1,5037.43,0,5037.43,11/10/2024,Online,Delhi,3279.17
2981,Kids,Soccer,Premier III,7,4,5185.52,0,20742.08,01/10/2025,Retail,Pune,2777.67
2989,Men,Soccer,Mercurial Superfly,7,1,6429.61,0,6429.61,14/02/2024,Online,Bengaluru,2459.52
2993,Men,Soccer,Premier III,7,4,5966.81,0,23867.23,13/10/2024,Retail,Hyderabad,1770.74
3002,Women,Lifestyle,Waffle One,11,4,5966.81,0,23867.23,22/11/2024,Retail,Delhi,3535.87
3003,Men,Basketball,Zoom Freak,11,2,5966.81,0,11933.61,08/03/2023,Online,Bengaluru,-646.26
3007,Women,Soccer,Tiempo Legend,12,1,7680.16,1,0,30/05/2025,Online,Bengaluru,-1076.72
3013,Kids,Basketball,Zoom Freak,11,4,5966.81,0.96,954.69,16/06/2025,Retail,Kolkata,1039.09
3014,Men,Running,Air Zoom,11,0,5966.81,0,0,30/01/2025,Retail,Hyderabad,-1004.97
3016,Women,Running,Air Zoom,7,0,8931.44,0,0,31/08/2024,Retail,Bengaluru,868.59
3021,Women,Soccer,Mercurial Superfly,6,4,5966.81,0.42,13842.99,21/09/2023,Retail,Hyderabad,3050.7
3025,Kids,Lifestyle,Blazer Mid,9,4,5966.81,0,23867.23,25/08/2024,Retail,Hyderabad,3005.88
3027,Women,Training,SuperRep Go,9,2,9593.27,0,19186.54,25/10/2024,Retail,Delhi,-1038.79
3028,Kids,Running,Air Zoom,9,4,5837.53,0,23350.12,29/01/2025,Retail,Kolkata,-471.86
3030,Men,Soccer,Mercurial Superfly,11,3,6969.28,0.58,8781.29,08/08/2023,Online,Kolkata,98.19
3031,Kids,Soccer,Premier III,7,4,8588.14,0,34352.56,10/11/2023,Online,Kolkata,-117.68
3032,Men,Running,React Infinity,11,0,5966.81,0,0,16/01/2025,Online,Mumbai,450.75
3036,Kids,Lifestyle,Dunk Low,11,2,2879.09,0,5758.18,15/10/2024,Retail,Hyderabad,1129.11
3038,Kids,Lifestyle,Air Force 1,7,0,4195.03,0,0,27/01/2025,Retail,Delhi,1068.18
3043,Men,Running,React Infinity,9,2,5966.81,0,11933.61,04/11/2025,Retail,Delhi,147.79
3047,Women,Basketball,Kyrie Flytrap,11,3,6175.84,0.9,1852.75,14/10/2024,Online,Hyderabad,-960.94
3048,Women,Lifestyle,Waffle One,6,1,5966.81,0.23,4594.44,17/07/2025,Retail,Hyderabad,517.17
3059,Women,Running,React Infinity,9,3,5966.81,1,0,19/06/2025,Online,Hyderabad,3692.43
3062,Women,Soccer,Phantom GT,11,1,6936.34,0.46,3745.62,19/03/2025,Retail,Mumbai,1647.34
3063,Kids,Running,Air Zoom,7,2,9676.61,0,19353.22,20/04/2025,Online,Mumbai,3674.74
3067,Men,Lifestyle,Blazer Mid,9,4,5966.81,0,23867.23,03/05/2024,Retail,Hyderabad,1939.56
3068,Kids,Lifestyle,Air Force 1,9,4,4867.07,1,0,25/05/2025,Online,Delhi,2863.56
3069,Men,Training,Metcon 7,9,1,5966.81,1,0,13/04/2025,Online,Hyderabad,-6.91
3078,Men,Running,Free RN,7,1,2555.18,0,2555.18,14/09/2024,Online,Delhi,1820.38
3087,Kids,Lifestyle,Waffle One,7,3,2765.77,0,8297.31,01/08/2025,Retail,Bengaluru,2785.94
3091,Women,Basketball,Air Jordan,11,1,8666.84,0.3,6066.79,13/02/2025,Online,Hyderabad,204.77
3093,Women,Soccer,Tiempo Legend,10,3,5966.81,0,17900.42,29/06/2025,Retail,Kolkata,28.77
3096,Men,Training,ZoomX Invincible,11,4,5966.81,0.9,2386.72,03/05/2025,Online,Hyderabad,20.31
3100,Women,Training,ZoomX Invincible,7,4,5966.81,0.97,716.02,30/06/2025,Retail,Mumbai,1861.15
2021,Men,Lifestyle,Blazer Mid,8,3,3723.21,0,11169.63,22/06/2025,Online,Bengaluru,-1133.4
3103,Kids,Lifestyle,Blazer Mid,11,2,5966.81,0,11933.61,01/06/2025,Online,Mumbai,1567.18
3104,Men,Running,Free RN,9,0,7734.26,0.47,0,02/09/2025,Online,Bengaluru,1921.82
3105,Women,Soccer,Phantom GT,9,4,5966.81,0.57,10262.91,30/11/2024,Online,Pune,3176.71
3114,Women,Running,React Infinity,9,1,7627.37,0,7627.37,27/03/2025,Retail,Bengaluru,2752.18
3116,Kids,Basketball,Zoom Freak,7,3,5966.81,0.06,16826.4,21/11/2024,Retail,Kolkata,-236.15
3125,Kids,Soccer,Phantom GT,11,2,5966.81,0.7,3580.08,03/10/2025,Online,Bengaluru,1561.59
3127,Men,Training,ZoomX Invincible,11,1,4614.33,0.47,2445.59,10/07/2024,Online,Pune,-440.44
3132,Kids,Lifestyle,Dunk Low,11,2,5073.69,0,10147.38,07/12/2025,Online,Hyderabad,-1033.35
3135,Women,Soccer,Mercurial Superfly,11,3,4009.47,1,0,28/08/2024,Online,Pune,2434.87
3143,Men,Training,Flex Trainer,7,3,3938.59,0.98,236.32,23/08/2024,Online,Mumbai,635.39
3146,Women,Soccer,Premier III,11,1,5966.81,0,5966.81,29/12/2024,Retail,Hyderabad,1087.27
3150,Women,Lifestyle,Dunk Low,11,0,5966.81,0,0,10/04/2024,Online,Kolkata,-848.63
3154,Kids,Running,Free RN,9,2,5966.81,0.95,596.68,21/04/2025,Online,Delhi,-1100.45
3162,Men,Soccer,Tiempo Legend,11,2,5966.81,0,11933.61,24/02/2024,Online,Pune,1686.78
3163,Women,Running,Free RN,11,2,8204.14,0,16408.28,22/06/2025,Retail,Delhi,961.65
3164,Men,Soccer,Premier III,11,4,5966.81,0,23867.23,28/04/2025,Online,Bengaluru,-382.88
3165,Women,Soccer,Phantom GT,11,2,2530.29,0.29,3593.01,17/02/2025,Online,Kolkata,3264.03
3168,Women,Lifestyle,Air Force 1,7,2,6125.15,0,12250.3,28/02/2025,Retail,Delhi,61.83
3179,Women,Training,SuperRep Go,11,3,5966.81,0.36,11456.27,24/04/2025,Online,Mumbai,517.77
3187,Kids,Running,Air Zoom,11,0,8979.45,0,0,15/01/2025,Online,Hyderabad,1709.08
3189,Men,Basketball,LeBron 20,9,3,6730.48,0.33,13528.26,02/08/2025,Online,Kolkata,1456.87
3191,Kids,Soccer,Mercurial Superfly,9,4,5966.81,0,23867.23,02/04/2025,Retail,Pune,2709.18
3192,Kids,Running,Free RN,7,1,5966.81,0,5966.81,16/03/2025,Online,Pune,2055.67
3195,Men,Lifestyle,Blazer Mid,11,1,3259.95,0,3259.95,03/09/2025,Retail,Delhi,1423.92
3208,Kids,Training,Metcon 7,11,0,5966.81,0.97,0,04/12/2025,Retail,Mumbai,2190.72
3212,Kids,Soccer,Mercurial Superfly,7,4,7670.57,0,30682.28,10/05/2024,Retail,Kolkata,2025.11
3217,Men,Soccer,Tiempo Legend,6,1,4819.75,0.22,3759.4,15/02/2025,Retail,Pune,-514.9
3221,Women,Basketball,LeBron 20,11,2,9682.68,0.88,2323.84,21/09/2024,Online,Pune,1650.44
3224,Women,Soccer,Phantom GT,11,1,9872.38,0.18,8095.35,18/03/2025,Retail,Pune,233.85
3226,Men,Soccer,Mercurial Superfly,11,2,4585.77,0,9171.54,02/12/2025,Retail,Pune,-241.59
3232,Kids,Lifestyle,Air Force 1,11,0,5966.81,0,0,11/11/2023,Online,Pune,2083.57
3233,Men,Soccer,Phantom GT,7,1,4091.68,0,4091.68,26/04/2025,Retail,Hyderabad,571.8
3236,Kids,Lifestyle,Blazer Mid,11,4,5966.81,0.68,7637.51,21/07/2025,Retail,Hyderabad,-37.37
3237,Kids,Basketball,LeBron 20,9,3,5596.52,0,16789.56,16/08/2024,Retail,Mumbai,2926.28
3243,Men,Lifestyle,Air Force 1,9,3,5966.81,0,17900.42,25/10/2024,Retail,Pune,1943.22
3244,Women,Training,Metcon 7,7,0,5966.81,0,0,13/03/2025,Online,Hyderabad,1750.18
3245,Women,Running,React Infinity,9,3,5966.81,0,17900.42,19/05/2024,Retail,Pune,3102.91
3248,Women,Lifestyle,Blazer Mid,12,0,8234.91,0,0,24/11/2024,Online,Mumbai,2984.1
3249,Kids,Lifestyle,Blazer Mid,7,1,4738.25,0,4738.25,25/02/2025,Online,Bengaluru,731.1
3252,Men,Basketball,Zoom Freak,10,1,5966.81,0,5966.81,26/03/2024,Online,Mumbai,-563.83
3259,Women,Lifestyle,Air Force 1,6,0,7305.78,0,0,07/04/2025,Retail,Mumbai,573.79
3260,Men,Soccer,Mercurial Superfly,7,1,5966.81,0,5966.81,28/06/2025,Online,Mumbai,1287.17
3263,Women,Running,React Infinity,9,4,5966.81,0,23867.23,23/02/2025,Online,Mumbai,2278.12
3264,Men,Training,Metcon 7,11,2,5966.81,0.13,10382.24,06/08/2025,Online,Bengaluru,-992.25
3265,Women,Soccer,Mercurial Superfly,7,4,5966.81,0,23867.23,22/09/2024,Retail,Bengaluru,2860.71
3274,Men,Training,SuperRep Go,9,3,6031.14,0.15,15379.41,05/03/2025,Retail,Hyderabad,169.05
3275,Women,Soccer,Premier III,9,4,5966.81,0,23867.23,27/05/2025,Retail,Hyderabad,1652.12
3277,Men,Training,SuperRep Go,11,4,5966.81,0,23867.23,09/05/2024,Online,Bengaluru,293.59
3279,Kids,Soccer,Mercurial Superfly,11,4,2572.41,0.1,9260.68,11/09/2024,Retail,Delhi,3098.28
3282,Kids,Basketball,Air Jordan,11,4,5966.81,0.23,18377.76,19/05/2024,Retail,Delhi,-190.17
3283,Men,Soccer,Premier III,11,2,5966.81,0,11933.61,18/10/2024,Online,Mumbai,3871.51
3284,Women,Running,Free RN,11,4,5776.74,0,23106.96,20/08/2024,Online,Kolkata,210.83
3285,Men,Training,Metcon 7,11,4,5966.81,0,23867.23,10/05/2024,Online,Hyderabad,-401.38
3286,Kids,Basketball,LeBron 20,11,0,4323.86,0,0,16/01/2025,Retail,Hyderabad,-577.54
3288,Kids,Lifestyle,Dunk Low,10,4,5966.81,0,23867.23,25/07/2024,Retail,Delhi,3852.98
3300,Women,Basketball,Air Jordan,9,2,5966.81,0,11933.61,18/12/2024,Retail,Bengaluru,3436.23
3303,Kids,Soccer,Tiempo Legend,9,2,6380.5,0,12761,19/10/2024,Online,Kolkata,2846.02
3308,Men,Training,ZoomX Invincible,11,0,5966.81,0.85,0,04/08/2025,Online,Bengaluru,2625.19
3310,Women,Running,Free RN,7,4,5966.81,0.21,18855.11,18/04/2025,Retail,Kolkata,2856.16
3311,Kids,Soccer,Premier III,7,0,5966.81,0.04,0,05/02/2025,Online,Delhi,3152.21
3312,Women,Basketball,Zoom Freak,7,1,8069.3,0,8069.3,25/05/2025,Retail,Pune,-95.96
3321,Kids,Soccer,Tiempo Legend,7,4,4986.67,1,0,15/01/2025,Retail,Mumbai,3170.16
3327,Men,Training,Flex Trainer,12,3,5966.81,0,17900.42,03/10/2025,Online,Bengaluru,-1155.61
3334,Kids,Soccer,Tiempo Legend,9,3,2471.71,0,7415.13,14/11/2023,Online,Mumbai,1190.89
3337,Men,Training,ZoomX Invincible,9,4,5966.81,0,23867.23,10/10/2024,Online,Delhi,2915.13
3340,Kids,Soccer,Premier III,7,3,3248.74,0,9746.22,29/12/2024,Retail,Mumbai,2551.47
3341,Kids,Training,Metcon 7,8,3,8387.99,0,25163.97,23/03/2024,Online,Bengaluru,1693.41
2037,Women,Lifestyle,Dunk Low,12,4,5966.81,1,0,04/11/2025,Online,Delhi,3651.05
3343,Kids,Basketball,Air Jordan,9,3,9405.77,0,28217.31,11/12/2024,Retail,Hyderabad,1688.78
3355,Kids,Basketball,LeBron 20,6,0,7781.4,1,0,16/01/2025,Online,Pune,1815.96
3356,Women,Soccer,Tiempo Legend,7,4,5966.81,0,23867.23,13/03/2025,Online,Mumbai,724.11
3357,Kids,Training,Flex Trainer,7,4,6206.45,0.5,12412.9,04/05/2025,Online,Delhi,678.42
3360,Women,Training,Metcon 7,7,4,5966.81,0.06,22435.19,31/07/2024,Online,Bengaluru,304.12
3363,Women,Basketball,Kyrie Flytrap,11,3,5966.81,0.6,7160.17,18/02/2025,Online,Bengaluru,39.86
3371,Men,Training,Flex Trainer,11,1,2636.01,0,2636.01,26/04/2025,Retail,Delhi,2255.43
3374,Men,Training,Flex Trainer,7,4,4500.96,0,18003.84,16/12/2024,Online,Pune,1905.25
3375,Kids,Running,Free RN,7,0,2134.23,0,0,22/11/2024,Online,Bengaluru,1647.39
3379,Men,Basketball,Air Jordan,11,2,5000.49,0.86,1400.14,23/10/2024,Retail,Pune,3000.14
3381,Men,Training,ZoomX Invincible,11,1,5966.81,0,5966.81,23/02/2024,Retail,Mumbai,2718.47
3382,Men,Basketball,LeBron 20,11,2,9187.23,0,18374.46,01/10/2025,Retail,Hyderabad,1710.15
3387,Men,Soccer,Phantom GT,10,4,5966.81,1,0,21/06/2025,Retail,Bengaluru,2821.58
3389,Women,Running,Air Zoom,7,3,9764.91,0,29294.73,04/04/2025,Online,Mumbai,3491.49
3391,Women,Soccer,Mercurial Superfly,7,2,5966.81,0,11933.61,14/11/2023,Retail,Hyderabad,1628.31
3394,Kids,Lifestyle,Dunk Low,11,1,5966.81,0,5966.81,11/03/2024,Online,Hyderabad,2396.11
3395,Women,Running,Free RN,9,3,5966.81,0,17900.42,15/01/2025,Online,Mumbai,3069.77
3398,Men,Basketball,LeBron 20,11,2,2082.49,0,4164.98,27/08/2023,Retail,Kolkata,415.57
3405,Women,Lifestyle,Dunk Low,7,0,9986.17,1,0,01/04/2025,Online,Kolkata,1861.72
3407,Women,Lifestyle,Air Force 1,11,0,5704.39,1,0,18/01/2025,Retail,Delhi,-4.1
3409,Kids,Running,Air Zoom,7,1,6312.01,0.3,4418.41,09/08/2024,Retail,Delhi,-1106.07
3410,Kids,Running,Free RN,11,0,5966.81,0,0,01/01/2025,Retail,Hyderabad,2396.55
3413,Kids,Soccer,Phantom GT,11,2,5966.81,0,11933.61,31/07/2023,Online,Hyderabad,2752.65
3414,Men,Lifestyle,Dunk Low,7,4,9996.22,0,39984.88,21/01/2025,Online,Mumbai,520.63
3423,Kids,Basketball,Kyrie Flytrap,9,2,5966.81,0,11933.61,08/06/2024,Retail,Mumbai,106
3428,Women,Basketball,Air Jordan,6,1,2825.86,0.23,2175.91,12/03/2024,Online,Bengaluru,625.3
3429,Men,Soccer,Premier III,10,0,5966.81,0,0,07/06/2025,Retail,Delhi,-77.97
2028,Kids,Lifestyle,Waffle One,11,0,5966.81,0.95,0,01/02/2025,Online,Delhi,2511.65
3438,Women,Soccer,Phantom GT,7,3,5966.81,0.18,14678.34,09/05/2024,Retail,Hyderabad,1669.74
3441,Kids,Running,Free RN,12,2,9313.98,0,18627.96,05/08/2025,Retail,Delhi,3301.27
3442,Kids,Basketball,Zoom Freak,11,4,5966.81,0,23867.23,21/01/2025,Online,Mumbai,3129.5
3449,Men,Training,ZoomX Invincible,11,0,5966.81,0.25,0,21/02/2025,Retail,Delhi,1586.59
3450,Men,Running,React Infinity,7,3,5966.81,0,17900.42,16/01/2024,Retail,Bengaluru,904.82
3453,Kids,Soccer,Phantom GT,11,0,2033.28,0,0,12/05/2024,Retail,Delhi,2003.05
3462,Women,Basketball,Kyrie Flytrap,11,3,2610.98,0,7832.94,21/12/2024,Retail,Bengaluru,274.97
3463,Women,Soccer,Phantom GT,12,1,5966.81,0,5966.81,24/02/2025,Retail,Pune,1853.7
3465,Men,Lifestyle,Dunk Low,11,2,5966.81,0,11933.61,29/11/2023,Online,Delhi,1698.7
3466,Men,Basketball,Kyrie Flytrap,11,2,6498.22,0.5,6498.22,24/10/2024,Retail,Mumbai,-360.53
3467,Men,Lifestyle,Air Force 1,7,2,5966.81,0,11933.61,13/03/2025,Online,Bengaluru,1472.83
3469,Kids,Running,Air Zoom,10,1,4590.24,0,4590.24,10/01/2024,Online,Mumbai,3792.66
3471,Kids,Lifestyle,Waffle One,9,0,5637.46,0,0,02/04/2025,Retail,Kolkata,-364.01
3473,Kids,Soccer,Premier III,7,4,3551.05,0,14204.2,12/05/2024,Online,Delhi,63.47
3475,Kids,Soccer,Tiempo Legend,9,1,2120.44,0,2120.44,29/07/2024,Online,Mumbai,2996.47
3477,Men,Basketball,Air Jordan,7,2,4135.26,0,8270.52,25/04/2025,Online,Delhi,1691.28
3479,Women,Training,ZoomX Invincible,11,4,5966.81,0,23867.23,16/09/2024,Retail,Mumbai,1909.78
3481,Women,Lifestyle,Air Force 1,11,4,5966.81,0,23867.23,15/10/2023,Online,Bengaluru,2564.61
3483,Men,Lifestyle,Air Force 1,9,4,4733.92,0,18935.68,12/04/2024,Online,Kolkata,738.19
3485,Women,Lifestyle,Dunk Low,11,2,5966.81,0,11933.61,14/12/2024,Retail,Hyderabad,1722.38
3486,Kids,Training,SuperRep Go,9,4,5966.81,0,23867.23,14/10/2024,Retail,Delhi,1451.77
3488,Women,Soccer,Tiempo Legend,11,4,5966.81,0,23867.23,03/12/2025,Online,Kolkata,86.25
3489,Kids,Running,React Infinity,8,2,5966.81,0,11933.61,04/04/2025,Online,Mumbai,1734.72
3490,Men,Running,Free RN,9,0,5966.81,0.98,0,07/08/2025,Online,Delhi,1591.77
3496,Men,Running,Air Zoom,7,3,5966.81,0.77,4117.1,10/08/2024,Retail,Delhi,-786.91
3497,Women,Basketball,Zoom Freak,9,2,8688.92,0,17377.84,12/08/2024,Online,Mumbai,1878.22
3498,Women,Training,SuperRep Go,7,0,8797.69,0,0,09/10/2024,Retail,Pune,-910.3
3512,Kids,Basketball,Zoom Freak,7,4,5966.81,0.96,954.69,06/05/2025,Retail,Pune,2516.79
3513,Women,Training,SuperRep Go,11,0,6145.98,0,0,16/04/2025,Retail,Hyderabad,2625.95
3520,Women,Lifestyle,Waffle One,11,2,2080.85,1,0,22/03/2024,Retail,Delhi,-776.21
3527,Men,Soccer,Phantom GT,11,3,5966.81,0,17900.42,06/12/2025,Online,Mumbai,-257.35
3529,Men,Training,SuperRep Go,9,1,5966.81,0.2,4773.45,28/03/2025,Retail,Delhi,1448.77
3530,Women,Soccer,Mercurial Superfly,11,0,3034.73,0,0,25/09/2023,Retail,Kolkata,2458.14
3534,Kids,Basketball,Zoom Freak,11,3,3280.57,0.62,3739.85,11/09/2024,Retail,Kolkata,427.76
3537,Men,Lifestyle,Blazer Mid,11,2,5464.07,1,0,15/06/2025,Online,Kolkata,3170.78
3538,Kids,Basketball,Kyrie Flytrap,9,0,5966.81,0,0,12/12/2024,Online,Bengaluru,2787.81
3543,Kids,Lifestyle,Dunk Low,11,2,5966.81,0,11933.61,22/11/2024,Retail,Pune,2712.79
3545,Men,Training,Flex Trainer,12,3,5966.81,0,17900.42,08/03/2023,Online,Delhi,2239.86
3548,Kids,Soccer,Phantom GT,11,3,5966.81,0,17900.42,03/12/2024,Online,Kolkata,3366.32
3552,Men,Running,React Infinity,11,4,5966.81,0,23867.23,17/05/2025,Retail,Mumbai,762.95
3553,Women,Running,Air Zoom,11,2,5216.27,0,10432.54,25/06/2025,Online,Pune,-720.87
3555,Kids,Soccer,Phantom GT,9,2,5966.81,0,11933.61,26/04/2025,Retail,Hyderabad,-1069.25
3556,Women,Basketball,Kyrie Flytrap,7,4,5966.81,0,23867.23,13/03/2025,Retail,Kolkata,-843.61
3557,Kids,Basketball,Air Jordan,9,1,5966.81,0.66,2028.71,08/09/2024,Retail,Hyderabad,-884.81
3558,Women,Training,Flex Trainer,9,4,4045.21,0,16180.84,30/08/2024,Online,Mumbai,-113.44
